date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:46	12945/12945	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy05.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy05.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:47	14554/14554	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy06.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy06.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:48	13173/13173	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy07.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy07.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:49	14243/14243	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy08.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy08.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:49	10997/10997	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy09.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy09.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:50	8190/8190	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy10.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy10.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:50	16729/16729	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy11.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy11.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:52	11058/11058	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy12.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy12.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:52	14078/14078	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy13.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy13.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:53	17232/17232	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy14.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy14.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:53	10163/10163	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy16.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy16.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:54	15157/15157	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy17.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy17.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:55	9278/9278	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy18.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy18.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:56	13038/13038	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy19.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy19.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:57	13514/13514	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy20.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy20.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:58	17933/17933	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy21.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy21.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:58	13834/13834	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy22.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy22.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:25:59	23503/23503	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy23.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy23.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:26:00	17205/17205	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/omy/omy24.htm	C:/DK-SITES/islam/sacred-texts.com/isl/omy/omy24.html	(from https://sacred-texts.com/isl/omy/index.htm)
16:26:02	8837/8837	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa00.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa00.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:02	75969/75969	---M--	200	added ('OK')	image/jpeg	etag:%22219fc92b234540273170f39ddde824c9%22	https://sacred-texts.com/isl/spa/img/sufi.jpg	C:/DK-SITES/islam/sacred-texts.com/isl/spa/img/sufi.jpg	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:03	25556/25556	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/pageidx.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/pageidx.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:04	12068/12068	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa01.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa01.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:04	10255/10255	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa02.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa02.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:05	62989/62989	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa03.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa03.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:05	208329/208329	---MC-	200	added ('OK')	text/plain	etag:W/%224fef347142339df6058614e9d76c7f46%22	https://sacred-texts.com/isl/spa/spa.txt.gz	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa.txt.gz	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:06	14166/14166	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa04.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa04.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:07	91096/91096	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa05.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa05.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:08	17932/17932	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa06.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa06.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:09	60377/60377	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa07.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa07.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:10	10523/10523	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa08.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa08.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:10	110748/110748	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa09.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa09.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:11	21936/21936	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa10.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa10.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:12	196032/196032	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa11.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa11.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:12	10952/10952	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa12.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa12.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:13	37863/37863	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa13.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa13.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:14	11809/11809	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa14.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa14.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:15	35396/35396	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa15.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa15.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:16	21875/21875	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa16.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa16.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:17	25531/25531	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa17.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa17.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:17	13006/13006	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa18.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa18.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:18	41595/41595	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa19.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa19.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:19	11112/11112	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa20.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa20.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:20	44746/44746	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/spa21.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/spa21.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:21	6255/6255	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:19%20GMT	https://sacred-texts.com/isl/spa/errata.htm	C:/DK-SITES/islam/sacred-texts.com/isl/spa/errata.html	(from https://sacred-texts.com/isl/spa/index.htm)
16:26:22	6819/6819	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas00.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas00.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:22	7217/7217	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas01.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas01.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:23	7564/7564	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas02.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas02.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:24	9378/9378	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas03.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas03.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:24	9978/9978	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas04.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas04.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:25	13874/13874	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas05.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas05.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:26	12184/12184	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas06.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas06.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:26	11635/11635	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas07.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas07.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:27	9771/9771	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas08.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas08.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:28	9934/9934	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas09.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas09.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:28	13286/13286	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas10.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas10.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:29	14215/14215	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas11.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas11.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:30	43726/43726	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas12.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas12.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:31	35569/35569	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas13.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas13.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:32	9657/9657	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/kas/kas14.htm	C:/DK-SITES/islam/sacred-texts.com/isl/kas/kas14.html	(from https://sacred-texts.com/isl/kas/index.htm)
16:26:34	10988/10988	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes00.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes00.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:39	121717/121717	---M--	200	added ('OK')	image/jpeg	etag:%2222913450520c72885f84de6176f4f3de%22	https://sacred-texts.com/isl/mes/img/rumimeet.jpg	C:/DK-SITES/islam/sacred-texts.com/isl/mes/img/rumimeet.jpg	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:41	29476/29476	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/pageidx.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/pageidx.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:43	16558/16558	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes01.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes01.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:47	28568/28568	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes02.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes02.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:52	7450/7450	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes03.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes03.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:26:55	28476/28476	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes04.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes04.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:02	17369/17369	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes05.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes05.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:02	176673/176673	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes06.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes06.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:02	304053/304053	---MC-	200	added ('OK')	text/plain	etag:W/%22a2509b9b0d802033f59e8251140d6e2d%22	https://sacred-texts.com/isl/mes/mes.txt.gz	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes.txt.gz	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:03	27873/27873	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes07.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes07.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:03	11931/11931	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes08.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes08.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:04	24815/24815	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes09.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes09.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:05	14262/14262	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes10.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes10.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:06	19854/19854	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes11.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes11.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:07	17624/17624	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes12.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes12.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:07	7299/7299	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes13.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes13.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:08	17313/17313	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes14.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes14.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:09	12433/12433	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes15.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes15.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:10	37753/37753	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes16.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes16.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:10	21224/21224	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes17.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes17.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:12	79176/79176	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes18.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes18.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:12	34884/34884	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes19.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes19.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:13	85570/85570	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes20.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes20.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:14	38018/38018	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes21.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes21.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:16	67348/67348	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes22.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes22.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:17	68453/68453	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes23.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes23.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:18	113558/113558	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes24.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes24.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:18	19591/19591	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes25.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes25.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:20	27950/27950	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes26.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes26.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:21	20233/20233	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes27.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes27.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:22	38767/38767	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes28.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes28.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:22	20391/20391	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes29.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes29.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:23	46426/46426	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes30.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes30.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:24	50919/50919	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes31.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes31.html	(from https://sacred-texts.com/isl/mes/index.htm)
16:27:25	9519/9519	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2005:45:13%20GMT	https://sacred-texts.com/isl/mes/mes32.htm	C:/DK-SITES/islam/sacred-texts.com/isl/mes/mes32.html	(from https://sacred-texts.com/isl/mes/index.htm)
